Nome,Indirizzo,Codice Postale,Città,Paese,Regione
Dr. Bernd Roediger,Bergedorfer Straße 31–33,21502,Geesthacht,Germany,Schleswig-Holstein
Britta Hildebrand,Bahnhofstr. 38-40,22880,Wedel,Germany,Schleswig-Holstein
Dr. med. Rüdiger Zech,Bahnhofstraße 52,22880,Wedel,Germany,Schleswig-Holstein
Dr. Med. Robert B. Hoene Facharzt für Frauenmedizin und Geburtshilfe M.I.A.C. DEGUM,Große Straße 14,22926,Ahrensburg,Germany,Schleswig-Holstein
"Dr. med Kerstin Hagen-Torn, Dr. med. Andrea Zingel",Bahnhofstrasse 37,22946,Trittau,Germany,Schleswig-Holstein
Universitätsklinikum Schleswig-Holstein Campus Lübeck,Ratzeburger Allee 160,23538,Lübeck,Germany,Schleswig-Holstein
Dr.med.Karl Heinz Dietl,Pferdemarkt 13,23552,Lübeck,Germany,Schleswig-Holstein
Dr. med. Ulfert Holtkamp,Parade 8,23552,Lübeck,Germany,Schleswig-Holstein
"Dr. med. Wiebke Ahlswede, Dr. med. Linda Song",Fackenburger Allee 22-24,23554,Lübeck,Germany,Schleswig-Holstein
Praxisklinik am Roten Löwen Dr. med. Georgi Poptchev,Moislinger Allee 95,23558,Lübeck,Germany,Schleswig-Holstein
Frauenärztlichen Gemeinschaftspraxis Dr. med. Barbara Schipplick und Christiane von Laffert,Oberbüssauer Weg 6,23560,Lübeck,Germany,Schleswig-Holstein
"Frauenarztpraxis am Kaufhof Karin Tomann, Dr. Gerhard Caesar",Marlistraße 112,23566,Lübeck,Germany,Schleswig-Holstein
Dr. med. Bernd Franz Kolanczyk,Marlistrasse 101,23566,Lübeck,Germany,Schleswig-Holstein
Dr. med. Bernd-Otfried Schulz,Heiligen-Geist-Kamp 4,23568,Lübeck,Germany,Schleswig-Holstein
"Gemeinschaftsparxis Dr. Christine Mau-Florek, Dr. Michaela Kandel und Elisabeth Jonas",Eutiner Ring 5,23611,Bad Schwartau,Germany,Schleswig-Holstein
Dr. med. Thorben Ahrens,Lübecker Straße 18,23611,Bad Schwartau,Germany,Schleswig-Holstein
Gynäkologische Gemeinschaftspraxis Karl-August Albers Dr. med. Frauke Gnutzmann Susanne Bechert,Peterstraße 15,23701,Eutin,Germany,Schleswig-Holstein
Sana Klinik Eutin,Hospitalstraße 22,23701,Eutin,Germany,Schleswig-Holstein
Dr. med. Natalie Fahrenkrog,Blankwasserweg 20,23743,Grömitz,Germany,Schleswig-Holstein
AK Segeberger Kliniken GmbH Klinik für Gynäkologie und Geburtshilfe,Krankenhausstraße 2,23795,Bad Segeberg,Germany,Schleswig-Holstein
Dr. med. Michael Wagner,Bergstrasse 1,23843,Bad Oldesloe,Germany,Schleswig-Holstein
Dr. Olga Litke,Bahnhofstraße 5a,23858,Reinfeld,Germany,Schleswig-Holstein
Frauenärztliches Zentrum Ratzeburg,Demolierung 2,23909,Ratzeburg,Germany,Schleswig-Holstein
"Dr. med. Hermann Abts, Dr. med. Martin Völckers , Dr. med. Heiko Giesel",Prüner Gang 15,24103,Kiel,Germany,Schleswig-Holstein
Priv.-Doz. Dr. med. Dietrich Weisner u. Dr. Nicola Weisner,Küterstr. 7,24103,Kiel,Germany,Schleswig-Holstein
Dr. med. Rolf Dannemann,Esmarchstraße 61,24105,Kiel,Germany,Schleswig-Holstein
Dr. med. Wolf-Dieter Arp,Hopfenstrasse 2 e,24114,Kiel,Germany,Schleswig-Holstein
Park Klinik Kiel,Goethestrasse 11,24116,Kiel,Germany,Schleswig-Holstein
Frauenärzte im Mare,Eckernförder Strasse 219,24119,Kronshagen,Germany,Schleswig-Holstein
Dr. med. Johann Henrich,Johannesstraße 45,24143,Kiel,Germany,Schleswig-Holstein
"Dr. Matthias Treu, Dr. Cornelia Rieper, Dr. Nicola Ziplinsky , Dr. Corinna Walter, Dr. med. Lisa Hamel",Zum Dänischen Wohld 23,24159,Kiel,Germany,Schleswig-Holstein
Klinik Preetz,Am Krankenhaus 5,24211,Preetz,Germany,Schleswig-Holstein
Dr. Ralf Kröger,Reeperbahn 67,24340,Eckernförde,Germany,Schleswig-Holstein
Dr. Ellen Richter-Langbehn,Kieler Strasse 55,24340,Eckernförde,Germany,Schleswig-Holstein
Frauenärzte am Binnenhafen,Langebrückstraße 21,24340,Eckernförde,Germany,Schleswig-Holstein
Gemeinschaftspraxis Dr. med. Anna Holk Dr. med. Swana Swalve-Bordeaux,Bachstrasse 6,24340,Eckernförde,Germany,Schleswig-Holstein
"Dr. Annette Hillebrand, Birte Eichler",Konsul-Lorentzen-Strasse 3,24376,Kappeln,Germany,Schleswig-Holstein
Jörg-Michael Günther,Christianstr. 6,24534,Neumünster,Germany,Schleswig-Holstein
Friedrich-Ebert-Krankenhaus Neumünster,Friesenstraße 11,24534,Neumünster,Germany,Schleswig-Holstein
Christian Remmert,Kuhberg 28,24534,Neumünster,Germany,Schleswig-Holstein
Matthias Thomas Böhm,Am Teich 18,24534,Neumünster,Germany,Schleswig-Holstein
Dr. med. univ. asunción Rodrigo Muñoz-Hencke,Haart 87,24534,Neumünster,Germany,Schleswig-Holstein
Dr.med. Hans-Dieter Brackebusch,Am Teich 9,24534,Neumünster,Germany,Schleswig-Holstein
abts + Partner Frauenärzte am Gänsemarkt,Kuhberg 43–45,24534,Neumünster,Germany,Schleswig-Holstein
"Dr. med. Dorette Kinzel-Herwig, Dr. med. Svenja Thiele",Wasbeker Str. 147a,24537,Neumünster,Germany,Schleswig-Holstein
Dr. med. Natalija Vysniauskaite,Holstenstraße 2,24568,Kaltenkirchen,Germany,Schleswig-Holstein
Dr. Johann H. Sievers,Landweg 33,24576,Bad Bremstedt,Germany,Schleswig-Holstein
Dr. med. Klaus-Peter Runte,Kirchhofsallee 2,24589,Nortorf,Germany,Schleswig-Holstein
Imland Klinik Rendsburg,Lilienstrasse 20-28,24768,Rendsburg,Germany,Schleswig-Holstein
Gemeinschaftspraxis Dr. med. Hans-H. Buske Jochen Bühl Dr. med. Gyde Rodewald,Stadtweg 48,24837,Schleswig,Germany,Schleswig-Holstein
Helios KLinik Schleswig,St. Jürgener Str. 1-3,24837,Schleswig,Germany,Schleswig-Holstein
Rainer Messerschmidt,Süderhofenden 12/Holm 17,24937,Flensburg,Germany,Schleswig-Holstein
abts + partner Frauenärzte Westerallee,Westerallee 8,24937,Flensburg,Germany,Schleswig-Holstein
Frauenärzte am Pferdewasser,Am Pferdewasser 12,24937,Flensburg,Germany,Schleswig-Holstein
Frauenärztinnen Rote Straße - Praxisgemeinschaft,Friesische Straße 3,24937,Flensburg,Germany,Schleswig-Holstein
Praxis Dres. Callsen,Bismarckstrasse 70,24943,Flensburg,Germany,Schleswig-Holstein
"Dr. med. Stefanie Heinzius, Dr. med. Ralph Puhlmann Gemeinschaftspraxis",Mürwiker Straße 89,24943,Flensburg,Germany,Schleswig-Holstein
"Dr. med. Julia Kottwitz-Takeh, Dr. Göntje Knudsen",Vormstegen 27,25336,Elmshorn,Germany,Schleswig-Holstein
"Frauenarzt-Praxis Glückstadt - Dr. med. Axel Hummel, Sigrid Hummel, Silvia Blay, Andrea Buck",An der Chaussee 28a,25348,Glückstadt,Germany,Schleswig-Holstein
Regio Klinikum Pinneberg,Fahltskamp 74,25421,Pinneberg,Germany,Schleswig-Holstein
Dr. med. Rebecca Herrmann,Damm 49,25421,Pinneberg,Germany,Schleswig-Holstein
Dr. med. Dietrich Muhlhardt,Pommernstraße 73,25436,Tornesch,Germany,Schleswig-Holstein
Dr. Holger Treeck,Wilhelmstrasse 10,25524,Itzehoe,Germany,Schleswig-Holstein
Tim-Christian Wüsthoff Facharzt für Frauenheilkunde,Hanseatenplatz 5,25524,Itzehoe,Germany,Schleswig-Holstein
Westküstenklinikum Brunsbüttel,Delbrückstraße 2,25541,Brunsbüttel,Germany,Schleswig-Holstein
Westküstenklinikum Heide,Esmarchstraße 50,25746,Heide,Germany,Schleswig-Holstein
Dr. med. Johannes Schwarz,Esmarchstraße 50,25746,Heide,Germany,Schleswig-Holstein
Klinik Husum,Erichsenweg 16,25813,Husum,Germany,Schleswig-Holstein
Dr. med. Helmut Linde. Dr. med. Helmut Grusdas,Brinckmannstr. 16,25813,"Husum, Nordsee",Germany,Schleswig-Holstein
Inselklinik Föhr-Amrum,Rebbelstieg 24,25938,Wyk auf Föhr,Germany,Schleswig-Holstein
"Praxis Dres. Andreas Kirstein, Bettina Köhne und Zbigniew Budkowski",Friedrichstr. 17,25980,Sylt,Germany,Schleswig-Holstein
Klinikum Altenburger Land GmbH,Am Waldessaum 10,04600,Altenburg,Germany,Thuringia
Dr. med. Annette Müller,Baderdamm 17,04610,Meuselwitz,Germany,Thuringia
Thüringen-Kliniken 'Georgius Agricola' Saalfeld,Rainweg 68,07318,Saalfeld,Germany,Thuringia
Dr. med. Eike Scholz,August-Bebel-Strasse 6,07407,Rudolstadt,Germany,Thuringia
Harald Winzer,August-Bebel-Straße 6,07407,Rudolstadt,Germany,Thuringia
SRH Wald-Klinikum Gera,Straße des Friedens 122,07548,Gera,Germany,Thuringia
Dr. med. Gesa Votteler,Lasurstraße 27,07551,Gera,Germany,Thuringia
Dr. med. Hans-Joachim Fleischhauer und Susann Rossmann,Ernst Abbe Platz 3-4,07743,Jena,Germany,Thuringia
Dr. med. Sabine Malur,Hermann-Pistor-Straße 33a,07745,Jena,Germany,Thuringia
Klinik und Poliklinik für Frauenheilkunde und Fortpflanzungsmedizin,Am Klinikum 1,07747,Jena,Germany,Thuringia
Prof. Dr. med. Ekkehard Schleußner,Am Klinikum 1,07747,Jena,Germany,Thuringia
Kreiskrankenhaus Schleiz,Berthold-Schmidt-Strasse 7-9,07907,Schleiz,Germany,Thuringia
Kreiskrankenhaus Greiz,Wichmannstrasse 12,07973,Greiz,Germany,Thuringia
Klinikum Bad Salzungen,Lindigallee 3,36433,Bad Salzungen,Germany,Thuringia
Klinikum Sonneberg/Neuhaus,Neustadter Str. 61,96515,Sonneberg,Germany,Thuringia
MEDINOS Kliniken des Landkreises Sonneberg GmbH,Neustadter Strasse 61,96515,Sonneberg,Germany,Thuringia
Elisabeth Klinikum Schmalkalden GmbH,Eichelbach 9,98574,Schmalkalden,Germany,Thuringia
Dr. Birgit Ullmann,Am Hölzlein,98617,Meiningen,Germany,Thuringia
Dr. med. Andreas Lorenz,Obere Allee 7,98646,Hildburghausen,Germany,Thuringia
Henneberg-Kliniken-GmbH,Schleusinger Strasse 23,98646,Hildburghausen,Germany,Thuringia
Kreiskrankenhaus Ilmenau,Oehrenstöcker Strasse 32,98693,Ilmenau,Germany,Thuringia
Dr. Katrin Schönheit,Bahnhofstraße 4a,99084,Erfurt,Germany,Thuringia
Dipl.med. Frank Leistner,Geschwister-Scholl-Strasse 6,99085,Erfurt,Germany,Thuringia
Helios Klinikum Erfurt,Nordhäuser Straße 74,99089,Erfurt,Germany,Thuringia
Dr. Uta Wenzel,Bonenmilchstraße 2,99092,Erfurt,Germany,Thuringia
Kreiskrankenhaus Arnstadt,Bärwinkelstraße 33,99310,Arnstadt,Germany,Thuringia
Dr.med. Bettina Eisenwinder,Hummelstr. 4,99423,Weimar,Germany,Thuringia
Dipl. Med Sabine Müller-El Kaissi,Am Busbahnhof 11,99510,Apolda,Germany,Thuringia
Robert-Koch-Krankenhaus,Jenaer Straße 66,99510,Apolda,Germany,Thuringia
Jana Beer,Bahnhofstr. 21a,99610,Sömmerda,Germany,Thuringia
DRK Krankenhaus Sondershausen,Hospitalstraße 2,99706,Sondershausen,Germany,Thuringia
Dr.med. Martin Höpker,Bahnhofstrasse 8,99734,Nordhausen,Germany,Thuringia
Dr. med. Jürgen Dörfler,Taschenberg 6,99734,Nordhausen,Germany,Thuringia
Dipl. Med. Marlies Rohr,Georgenstr. 22,99817,Eisenach,Germany,Thuringia
Hufeland Klinikum GmbH,Rudolph-Weiß-Str.1-5,99947,Bad Langensalza,Germany,Thuringia
Dipl. Med. Sybille Stepniak,Untermarkt 11,99974,Mühlhausen,Germany,Thuringia
"Kantonsspital Aargau Frauenklinik, Ambulatorium",Tellstrasse 15,5001,Aarau,Switzerland,Aargau
"Kantonsspital Baden, Frauenklinik",Im Ergel,5404,Baden,Switzerland,Aargau
Gruppenpraxis Paradies,Paradiesstrasse 11,4102,Binningen,Switzerland,Basel-Country
"Spitalzentrum Biel, Familienplannung",Vogelsang 84,2501,Biel,Switzerland,Bern
Hôpital du Jura bernois SA,Rue Beausite 49,2740,Moutier,Switzerland,Bern
Frauenklinik des Inselspitals,Effingerstrasse 102,3010,Bern,Switzerland,Bern
Dr. med. Béatrice Maerki,Schänzlistrasse 33,3013,Bern,Switzerland,Bern
Spital Thun,Krankenhausstrasse 12,3600,Thun,Switzerland,Bern
"SRO Spital Region Oberaargau, Frauenklinik",St. Urbanstrasse 67,4901,Langenthal,Switzerland,Bern
Dr. med. Nenad Pavic,Kirschgartenstrasse 7,4003,Basel,Switzerland,Canton of Basel-Stadt
"Universitätsspital Basel, Frauenklinik",Spitalstrasse 21,4031,Basel,Switzerland,Canton of Basel-Stadt
"Gemeinschaftspraxis Drs. Angelika Schwendke, Angelika Kärpf",Efringerstrasse 25,4057,Basel,Switzerland,Canton of Basel-Stadt
"Kantonsspital Münsterlingen, Frauenklinik",Klosterstrasse / Seestrasse,8596,Münsterlingen,Switzerland,Canton of Thurgau
"Kantonsspital Uri, Gynäkologie",Spitalstrasse 1,6460,Altdorf,Switzerland,Canton of Uri
Département de Gynécologie-Obstétrique Maternité - CHUV,Av. Pierre-Decker 2,1011,Lausanne,Switzerland,Canton of Vaud
Docteur Andrei Cepleanu,Route de la Croix-Blanche 42,1066,Epalinges,Switzerland,Canton of Vaud
Hôpital de Morges,Chemin du Crêt 2,1110,Morges,Switzerland,Canton of Vaud
"Hôpital du Chablais, Aigle",Chemin du Grand-Chêne,1860,Aigle,Switzerland,Canton of Vaud
Dr. Giovanna Cereda,Via al Ticino 1,6514,Sementina,Switzerland,Canton Ticino
"Ospedale La Carita, Locarno",Via all'Ospedale 1,6600,Locarno,Switzerland,Canton Ticino
Dott.med. Francesco Salsano,Via Vela 1,6600,Locarno,Switzerland,Canton Ticino
Dr. Umberto Botta,Via General Guisan 18,6900,Lugano-Paradiso,Switzerland,Canton Ticino
Dr. Ana Godinho Lourenço,Rue Plantamour 19,1201,Genf,Switzerland,Geneva
Docteur Kuang Chu Chen,Rue du Conseil-Général 16,1202,Genève,Switzerland,Geneva
"Hôpiteaux Universitaires de Genève, Gynécologie",Boulevard de la Cluse 30,1211,Genève,Switzerland,Geneva
Dr méd. Lancelot Voûte,chemin du Vieux-Vésenaz 32,1222,Vésenaz,Switzerland,Geneva
Dr. med. Miltiades Dedes,Bankstrasse 26,8750,Glarus,Switzerland,Glarus
Frauenklinik Kantonsspital Glarus,Burgstrasse 99,8750,Glarus,Switzerland,Glarus
Kantonales Frauenspital Fontana,Lürlibadstrasse 118,7000,Chur,Switzerland,Grisons
Hôpital régional du Jura,Faubourg des Capucins 30,2800,Delémont,Switzerland,Jura
Frauenpraxis Runa GmbH,Theatergasse 26,4500,Solothurn,Switzerland,Solothurn
"Kantonsspital, Ambulatorium Frauenklinik",Baslerstrasse 150,4600,Olten,Switzerland,Solothurn
Dr. med. Djahan Kuhenuri,Bahnhofstraße 7,4600,Olten,Switzerland,Solothurn
Dr. med. Katharina Keller Brüschweiler,Oberstrasse 95,9000,St. Gallen,Switzerland,St Gall
Zuger Kantonsspital,Landhausstrasse 11,6340,Baar,Switzerland,Zug
Praxis Capitol,Weinbergstrasse 9,8001,Zürich,Switzerland,Zurich
Frauenambulatorium,Mattengasse 27,8005,Zürich,Switzerland,Zurich
Dr.Pierre Villars,Dufourstrasse 143,8008,Zürich,Switzerland,Zurich
Praxisgemeinschaft Tiefenbrunnen Winizki-Oertli,Paulstrasse 11,8008,Zürich,Switzerland,Zurich
Praxisgemeinschaft Maggi-Oertle,Dennlerstraße 25,8047,Zürich,Switzerland,Zurich
Med. pract. Christian La Roche,Altstetterstraße 118,8048,Zürich-Altstetten,Switzerland,Zurich
Gemeinschaftspraxis Felsenrain,Schaffhauserstr. 432,8050,Zürich,Switzerland,Zurich
Universitätsspital Frauenklinik Zürich,Frauenklinikstrasse 10,8091,Zürich,Switzerland,Zurich
"Kantonsspital Winterthur, Gynäkologie",Brauerstrasse 15,8401,Winterthur,Switzerland,Zurich
Ambulatorium - Frauenklinik - Spital Uster,Brunnenstrasse 42,8610,Uster,Switzerland,Zurich
GZO Spital Wetzikon,Spitalstrasse 66,8620,Wetzikon,Switzerland,Zurich
Spital Männedorf,Asylstrasse 10,8708,Männedorf,Switzerland,Zurich
Frauenklinik Spital Zimmerberg,Asylstrasse 19,8810,Horgen,Switzerland,Zurich
Medizin Feminin AG,Austrasse 35a,8953,Dietikon,Switzerland,Zurich
Clinica Medialtabix,Calle Médico Diego Navarro n° 4 bajo,03203,Elche,Spain,Alicante
Ginecología Almería,"Artes de Arcos, 4",04004,Almeria,Spain,Andalusia
Clínica El Campo de Gibraltar Cádiz,C/ de Juan González nº 3 Loca 1ºD,11204,"Algeciras, Cádiz",Spain,Andalusia
Clinica Ginegranada,"Santisteban Márquez, 3",18003,Granada,Spain,Andalusia
Ginecenter S.L.P,"C/ San Julian, Bloque 8, local s/n",18013,Granada,Spain,Andalusia
Clínica Poliplaning,C/ Los Romeros nº 10,21004,Huelva,Spain,Andalusia
Ginecenter,"Calle de Alemania, 15",29001,Málaga,Spain,Andalusia
Centro Médico 2002,"C/ Andalucía, 18",29009,Málaga,Spain,Andalusia
Clínica El Sur Málaga,"Avda Carlos Haya, 60",29010,Málaga,Spain,Andalusia
Clínica El Sur,C/Tiberiades 4 - 6,41005,Sevilla,Spain,Andalusia
Clínica Triana,"Av. Ronda de Triana, 14 F",41010,Sevilla,Spain,Andalusia
Clinica Buenavista,"Av. Buenavista, n° 6 Bajo",33006,Oviedo,Spain,Asturias
Belladona Espacio de Salud,Arcebal y Rato numero 6,33207,Gijón,Spain,Asturias
Clínica Sirona,"Puerto de la Cubilla, 16-18 Bajo",33207,Gijón,Spain,Asturias
Belladona Avilés,"c/Carreño Miranda, 11 - 2ª",33400,Avilés,Spain,Asturias
Clinica Tara,Casas Altas,38350,Tacoronte,Spain,Canary Islands
Clínica Los Lagos,"C/ Respuela,4 - Planta baja, Santa Cruz de Bezana",39100,Santander,Spain,Cantabria
Centro Ginecológico Buenavista,"Av. Mariano Andrés, 20 Bajo",24008,León,Spain,Castile and León
Clinica Ginecologica Ginemédica,"Calle San José, 15-17",47007,Valladolid,Spain,Castile and León
Clínica Cire,"Urb. Las Norias, C6",13170,Miguelturra - Ciudad Real,Spain,Castilla–La Mancha
Centro Casanovas,Calabria 79,08015,Barcelona,Spain,Catalonia
Clinica Dalmases,"Dalmases, 34 Torre",08017,Barcelona,Spain,Catalonia
Clínica E.M.E.C.E.,"c/Anglí, 39 bis torre",08017,Barcelona,Spain,Catalonia
Instituto Ginetec,"Calle de Espronceda, 346",08027,Barcelona,Spain,Catalonia
Clínica Ginecológica Sants,"c/Roger 23, bajos",08028,Barcelona,Spain,Catalonia
Centre Mèdic Les Corts,"Nicaragua, 128-130, baixos",08029,Barcelona,Spain,Catalonia
Agrupación Tutor Medica Clínica D´Ara,"Berguedà, 17-19",08029,Barcelona,Spain,Catalonia
Adalia Centre Mèdic,Carrer de la Creu 8 bajos,17003,Girona,Spain,Catalonia
Centre Medico Eira,Calle Frederic Monpou 7,43005,Tarragona,Spain,Catalonia
Clínica El Pasaje,"Avda del Pasaje, 36 Bajo Dcha.",15006,A Coruña,Spain,Galicia
Clínica Castrelos,"Av. de Balaídos, 1 - 1º H",36210,Vigo,Spain,Galicia
Clínica Ginecológica Callao,"Concepción Arenal, 8",28004,Madrid,Spain,Madrid
Sergine Medica,Calle Toledo 135 duplicado,28005,Madrid,Spain,Madrid
Centro Médico Pacífico,"C/Severino Aznar Embid, nº8",28011,Madrid,Spain,Madrid
Clinica Dator,Hermano Garate 4,28020,Madrid,Spain,Madrid
Centro Clínico El Bosque,"Alonso Saavedra, 29",28033,Madrid,Spain,Madrid
Clínica Isadora,"Calle de los Pirineos, 7",28040,Madrid,Spain,Madrid
Ginemur,C/Princesa nº7,30002,Murcia,Spain,Murcia
Instituto Ginetec S.L,"Avda. General Marvá, 10",03004,Alicante,Spain,Valencia
Deia Médica,"Beato Gálvez, 5 Bajo",46007,Valencia,Spain,Valencia
Mediterranea Médica,c/Salvador Guinot nº 14.,46017,Valencia,Spain,Valencia
Aragon Medica Xuquer,Plaza Poeta Vicente Gaos Nr. 5 bajo,46021,Valencia,Spain,Valencia
Centre hospitalier de Chartres,"34, rue du Docteur Maunoury",28018,Chartres,France,Centre
Hôpital de Moulins,"10, avenue du Général de Gaulle",03006,Moulins,France,Auvergne
Centre Hospitalier de Montluçon,"18, avenue du du 8 Mai 1945",03113,Montluçon,France,Auvergne
Centre Hospitalier Jacques Lacarin,Boulevard Deniere,03207,Vichy,France,Auvergne
Centre hospitalier Henri Mondor (Aurillac),"50, avenue de la Republique",15002,Aurillac,France,Auvergne
Centre hospitalier (Saint-Flour),"2, avenue Docteur Mallet",15102,Saint-Flour,France,Auvergne
Centre hospitalier (Mauriac),Avenue Fernand Tallandier,15200,Mauriac,France,Auvergne
Centre Hospitalier Emile Roux,"12, Boulevard du Docteur Chantemesse",43012,Le Puy-en-Velay,France,Auvergne
Centre Hospitalier Universitaire de Limoges,"2, Avenue Martin-Luther-King",87042,Limoges,France,Limousin
CHU Hôpital Clemenceau (Caen),Avenue Georges Clemenceau,14033,Caen,France,Lower Normandy
Hôpital Côte de Nacre,Avenue de la Côte de Nacre,14033,Caen,France,Lower Normandy
Centre hospitalier Robert Bisson (Lisieux),"4, Rue Roger Aini",14107,Lisieux,France,Lower Normandy
Centre hospitalier de la Côte Fleurie (Honfleur),La brèche du bois Route Départementale 62,14113,Cricqueboeuf,France,Lower Normandy
Centre Hospitalier de Bayeux,"13, rue de Nesmond",14401,Bayeux,France,Lower Normandy
Centre Hospitalier de Vire,"4, rue Emile Desvaux",14504,Vire,France,Lower Normandy
Centre Hospitalier Régional Universitaire de Lille,"2, Avenue Oscar Lambret",59037,Lille,France,Nord-Pas-de-Calais
Hôpital de la Fraternité et Résidence de la Fraternité,"20, Avenue Julien Lagache",59100,Roubaix,France,Nord-Pas-de-Calais
Centre Hospitalier de Seclin,Rue d'Apolda,59113,Seclin,France,Nord-Pas-de-Calais
Centre hospitalier Gustave Dron,"155, rue du President Coty",59208,Tourcoing,France,Nord-Pas-de-Calais
Centre Hospitalier de Denain,"25 bis, rue Jean Jaurès",59220,Denain,France,Nord-Pas-de-Calais
Centre Hospitalier de Dunkerque,"36, Rue Pont Neuf,",59240,Dunkerque,France,Nord-Pas-de-Calais
Centre Hospitalier de Valenciennes,Avenue Désandrouin 479,59322,Valenciennes,France,Nord-Pas-de-Calais
Centre Hospitalier Le Cateau Cambrésis,"28, Boulevard Paturle",59360,Le Cateau-Cambrésis,France,Nord-Pas-de-Calais
Centre Hospitalier de Cambrai,"516, Avenue de Paris",59407,Cambrai,France,Nord-Pas-de-Calais
Centre Hospitalier de Douai,Route de Cambrai,59507,Douai,France,Nord-Pas-de-Calais
Polyclinique Grande Synthe,Avenue de la Polyclinique,59792,Grande Synthe,France,Nord-Pas-de-Calais
Centre hospitalier Centre Hospitalier de Calais,11 Quai du Commerce,62107,Calais,France,Nord-Pas-de-Calais
Centre hospitalier de l'arrondissement de Montreuil-sur-Mer,Rang-du-Fliers,62180,Rang-du-Fliers,France,Nord-Pas-de-Calais
Centre hospitalier Dr Schaffner,"99, route de la Bassee",62307,Lens cedex,France,Nord-Pas-de-Calais
Centre hospitalier de Béthune,rue Delbecque,62408,Béthune,France,Nord-Pas-de-Calais
Centre hospitalier 'Guy Thomas',"1, Boulevard Etienne Clémentel",63204,Riom,France,Nord-Pas-de-Calais
Centre hospitalier de Thiers,Route du Fau,63300,Thiers,France,Nord-Pas-de-Calais
Centre Hospitalier Paul Ardier,"13, rue du Docteur Sauvat",63503,Issoire,France,Nord-Pas-de-Calais
Centre Hospitalier d'Ambert,"14, avenue Georges Clemenceau",63600,Ambert,France,Nord-Pas-de-Calais
Centre hospitalier Feurs,"26, rue Camille Pariat",42110,Feurs,France,Pays de la Loire
Centre Hospitalier de Châteaubriant,Rue de Verdun,44146,Châteaubriant,France,Pays de la Loire
Centre hospitalier Lucien Hussel (Vienne),Mont Salomon,38200,Vienne,France,Poitou-Charentes
Centre Hospitalier de Digne les Bains,Quartier Saint-Christophe,04003,Digne les Bains,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier de Manosque,"2, rue Léon Mure",04101,Manosque,France,Provence-Alpes-Côte d'Azur
Centre hospitalier des Escartons (Briançon),"24, avenue Adrien Daurelle",05105,Briançon,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier de Grasse,Chemin de Clavary,06130,Grasse,France,Provence-Alpes-Côte d'Azur
Groupe hospitalier l'Archet (Nice),"151, Route Saint Antoine Ginestiere",06202,Nice,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier Pierre-Nouveau (Cannes),"15, avenue des Broussailles",06414,Cannes,France,Provence-Alpes-Côte d'Azur
Centre hospitalier La Palmosa (Menton),"2, avenue Antoine Péglion",06507,Menton,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier d'Antibes Juan-les-Pins (Antibes),Quartier la Fontonne 107,06606,Antibes,France,Provence-Alpes-Côte d'Azur
AP-HM Hôpital de la Conception (Marseille),"147, boulevard Baille",13385,Marseille,France,Provence-Alpes-Côte d'Azur
Centre hospitalier du pays d'Aix (Aix-en-Provence),Avenue des Tamaris,13616,Aix-en-Provence,France,Provence-Alpes-Côte d'Azur
Centre hospitalier Joseph Imbert (Arles),Quartier Haut de Fourchon,13637,Arles,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier de Salon de Provence,"207, avenue Julien Fabre",13658,Salon de Provence,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier de Martigues,"3, boulevard des Rayettes",13698,Martigues,France,Provence-Alpes-Côte d'Azur
AP-HM Hôpital Nord (Marseille),Chemin des Bourrely,13915,Marseille,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier de la Dracénie (Draguignan),route de Montferrat,83007,Draguignan,France,Provence-Alpes-Côte d'Azur
Centre hospitalier intercommunal Toulon - La Seyne sur Mer (C.H.I.T.S.),1208 Avenue Colonel Picot,83056,Toulon,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier Jean Marcel,Traverse des Capucins,83177,Brignoles,France,Provence-Alpes-Côte d'Azur
Centre hospitalier Marie José TREFFOT,Avenue Maréchal Juin,83407,Hyères,France,Provence-Alpes-Côte d'Azur
Pôle de Santé du Golfe de Saint-Tropez Centre Hospitalier de Saint-Tropez,RD 559- Rond Point du Général Diégo Brosset,83580,Gassin,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier Louis Giorgi,Avenue de Lavoisier,84106,Orange,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier de Pertuis,"58, rue de Croze",84123,Pertuis,France,Provence-Alpes-Côte d'Azur
Centre hospitalier de Carpentras,Rond point de l'Amitié,84208,Carpentras,France,Provence-Alpes-Côte d'Azur
Centre hospitalier intercommunal de Cavaillon - Lauris,"119, avenue Georges Clemenceau",84304,Cavaillon,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier Jules Niel,Cours Tivoli,84600,Valréas,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier Henri Duffaut,"305, Rue Raoul Follereau",84902,Avignon,France,Provence-Alpes-Côte d'Azur
Centre Hospitalier du Haut-Bugey,"1, Route de Veyziat",01100,Oyonnax,France,Rhône-Alpes
