Nome,Indirizzo,Codice Postale,Città,Paese,Regione
Dr. med. Bernd-Otfried Schulz,Heiligen-Geist-Kamp 4,23568,Lübeck,Germany,Schleswig-Holstein
"Gemeinschaftsparxis Dr. Christine Mau-Florek, Dr. Michaela Kandel und Elisabeth Jonas",Eutiner Ring 5,23611,Bad Schwartau,Germany,Schleswig-Holstein
Dr. med. Thorben Ahrens,Lübecker Straße 18,23611,Bad Schwartau,Germany,Schleswig-Holstein
Gynäkologische Gemeinschaftspraxis Karl-August Albers Dr. med. Frauke Gnutzmann Susanne Bechert,Peterstraße 15,23701,Eutin,Germany,Schleswig-Holstein
Sana Klinik Eutin,Hospitalstraße 22,23701,Eutin,Germany,Schleswig-Holstein
Dr. med. Natalie Fahrenkrog,Blankwasserweg 20,23743,Grömitz,Germany,Schleswig-Holstein
AK Segeberger Kliniken GmbH Klinik für Gynäkologie und Geburtshilfe,Krankenhausstraße 2,23795,Bad Segeberg,Germany,Schleswig-Holstein
Dr. med. Michael Wagner,Bergstrasse 1,23843,Bad Oldesloe,Germany,Schleswig-Holstein
Dr. Olga Litke,Bahnhofstraße 5a,23858,Reinfeld,Germany,Schleswig-Holstein
Frauenärztliches Zentrum Ratzeburg,Demolierung 2,23909,Ratzeburg,Germany,Schleswig-Holstein
"Dr. med. Hermann Abts, Dr. med. Martin Völckers , Dr. med. Heiko Giesel",Prüner Gang 15,24103,Kiel,Germany,Schleswig-Holstein
Priv.-Doz. Dr. med. Dietrich Weisner u. Dr. Nicola Weisner,Küterstr. 7,24103,Kiel,Germany,Schleswig-Holstein
Dr. med. Rolf Dannemann,Esmarchstraße 61,24105,Kiel,Germany,Schleswig-Holstein
Dr. med. Wolf-Dieter Arp,Hopfenstrasse 2 e,24114,Kiel,Germany,Schleswig-Holstein
Park Klinik Kiel,Goethestrasse 11,24116,Kiel,Germany,Schleswig-Holstein
Frauenärzte im Mare,Eckernförder Strasse 219,24119,Kronshagen,Germany,Schleswig-Holstein
Dr. med. Johann Henrich,Johannesstraße 45,24143,Kiel,Germany,Schleswig-Holstein
"Dr. Matthias Treu, Dr. Cornelia Rieper, Dr. Nicola Ziplinsky , Dr. Corinna Walter, Dr. med. Lisa Hamel",Zum Dänischen Wohld 23,24159,Kiel,Germany,Schleswig-Holstein
Klinik Preetz,Am Krankenhaus 5,24211,Preetz,Germany,Schleswig-Holstein
Dr. Ralf Kröger,Reeperbahn 67,24340,Eckernförde,Germany,Schleswig-Holstein
Dr. Ellen Richter-Langbehn,Kieler Strasse 55,24340,Eckernförde,Germany,Schleswig-Holstein
Frauenärzte am Binnenhafen,Langebrückstraße 21,24340,Eckernförde,Germany,Schleswig-Holstein
Gemeinschaftspraxis Dr. med. Anna Holk Dr. med. Swana Swalve-Bordeaux,Bachstrasse 6,24340,Eckernförde,Germany,Schleswig-Holstein
"Dr. Annette Hillebrand, Birte Eichler",Konsul-Lorentzen-Strasse 3,24376,Kappeln,Germany,Schleswig-Holstein
Jörg-Michael Günther,Christianstr. 6,24534,Neumünster,Germany,Schleswig-Holstein
Friedrich-Ebert-Krankenhaus Neumünster,Friesenstraße 11,24534,Neumünster,Germany,Schleswig-Holstein
Christian Remmert,Kuhberg 28,24534,Neumünster,Germany,Schleswig-Holstein
Matthias Thomas Böhm,Am Teich 18,24534,Neumünster,Germany,Schleswig-Holstein
Dr. med. univ. asunción Rodrigo Muñoz-Hencke,Haart 87,24534,Neumünster,Germany,Schleswig-Holstein
Dr.med. Hans-Dieter Brackebusch,Am Teich 9,24534,Neumünster,Germany,Schleswig-Holstein
abts + Partner Frauenärzte am Gänsemarkt,Kuhberg 43–45,24534,Neumünster,Germany,Schleswig-Holstein
"Dr. med. Dorette Kinzel-Herwig, Dr. med. Svenja Thiele",Wasbeker Str. 147a,24537,Neumünster,Germany,Schleswig-Holstein
Dr. med. Natalija Vysniauskaite,Holstenstraße 2,24568,Kaltenkirchen,Germany,Schleswig-Holstein
Dr. Johann H. Sievers,Landweg 33,24576,Bad Bremstedt,Germany,Schleswig-Holstein
Dr. med. Klaus-Peter Runte,Kirchhofsallee 2,24589,Nortorf,Germany,Schleswig-Holstein
Imland Klinik Rendsburg,Lilienstrasse 20-28,24768,Rendsburg,Germany,Schleswig-Holstein
Gemeinschaftspraxis Dr. med. Hans-H. Buske Jochen Bühl Dr. med. Gyde Rodewald,Stadtweg 48,24837,Schleswig,Germany,Schleswig-Holstein
Helios KLinik Schleswig,St. Jürgener Str. 1-3,24837,Schleswig,Germany,Schleswig-Holstein
Rainer Messerschmidt,Süderhofenden 12/Holm 17,24937,Flensburg,Germany,Schleswig-Holstein
abts + partner Frauenärzte Westerallee,Westerallee 8,24937,Flensburg,Germany,Schleswig-Holstein
Frauenärzte am Pferdewasser,Am Pferdewasser 12,24937,Flensburg,Germany,Schleswig-Holstein
Frauenärztinnen Rote Straße - Praxisgemeinschaft,Friesische Straße 3,24937,Flensburg,Germany,Schleswig-Holstein
Praxis Dres. Callsen,Bismarckstrasse 70,24943,Flensburg,Germany,Schleswig-Holstein
"Dr. med. Stefanie Heinzius, Dr. med. Ralph Puhlmann Gemeinschaftspraxis",Mürwiker Straße 89,24943,Flensburg,Germany,Schleswig-Holstein
"Dr. med. Julia Kottwitz-Takeh, Dr. Göntje Knudsen",Vormstegen 27,25336,Elmshorn,Germany,Schleswig-Holstein
"Frauenarzt-Praxis Glückstadt - Dr. med. Axel Hummel, Sigrid Hummel, Silvia Blay, Andrea Buck",An der Chaussee 28a,25348,Glückstadt,Germany,Schleswig-Holstein
Regio Klinikum Pinneberg,Fahltskamp 74,25421,Pinneberg,Germany,Schleswig-Holstein
Dr. med. Rebecca Herrmann,Damm 49,25421,Pinneberg,Germany,Schleswig-Holstein
Dr. med. Dietrich Muhlhardt,Pommernstraße 73,25436,Tornesch,Germany,Schleswig-Holstein
Dr. Holger Treeck,Wilhelmstrasse 10,25524,Itzehoe,Germany,Schleswig-Holstein
Tim-Christian Wüsthoff Facharzt für Frauenheilkunde,Hanseatenplatz 5,25524,Itzehoe,Germany,Schleswig-Holstein
Westküstenklinikum Brunsbüttel,Delbrückstraße 2,25541,Brunsbüttel,Germany,Schleswig-Holstein
Westküstenklinikum Heide,Esmarchstraße 50,25746,Heide,Germany,Schleswig-Holstein
Dr. med. Johannes Schwarz,Esmarchstraße 50,25746,Heide,Germany,Schleswig-Holstein
Klinik Husum,Erichsenweg 16,25813,Husum,Germany,Schleswig-Holstein
Dr. med. Helmut Linde. Dr. med. Helmut Grusdas,Brinckmannstr. 16,25813,"Husum, Nordsee",Germany,Schleswig-Holstein
Inselklinik Föhr-Amrum,Rebbelstieg 24,25938,Wyk auf Föhr,Germany,Schleswig-Holstein
"Praxis Dres. Andreas Kirstein, Bettina Köhne und Zbigniew Budkowski",Friedrichstr. 17,25980,Sylt,Germany,Schleswig-Holstein
Klinikum Altenburger Land GmbH,Am Waldessaum 10,04600,Altenburg,Germany,Thuringia
Dr. med. Annette Müller,Baderdamm 17,04610,Meuselwitz,Germany,Thuringia
Thüringen-Kliniken 'Georgius Agricola' Saalfeld,Rainweg 68,07318,Saalfeld,Germany,Thuringia
Dr. med. Eike Scholz,August-Bebel-Strasse 6,07407,Rudolstadt,Germany,Thuringia
Harald Winzer,August-Bebel-Straße 6,07407,Rudolstadt,Germany,Thuringia
SRH Wald-Klinikum Gera,Straße des Friedens 122,07548,Gera,Germany,Thuringia
Dr. med. Gesa Votteler,Lasurstraße 27,07551,Gera,Germany,Thuringia
Dr. med. Hans-Joachim Fleischhauer und Susann Rossmann,Ernst Abbe Platz 3-4,07743,Jena,Germany,Thuringia
Dr. med. Sabine Malur,Hermann-Pistor-Straße 33a,07745,Jena,Germany,Thuringia
Klinik und Poliklinik für Frauenheilkunde und Fortpflanzungsmedizin,Am Klinikum 1,07747,Jena,Germany,Thuringia
Prof. Dr. med. Ekkehard Schleußner,Am Klinikum 1,07747,Jena,Germany,Thuringia
Kreiskrankenhaus Schleiz,Berthold-Schmidt-Strasse 7-9,07907,Schleiz,Germany,Thuringia
Kreiskrankenhaus Greiz,Wichmannstrasse 12,07973,Greiz,Germany,Thuringia
Klinikum Bad Salzungen,Lindigallee 3,36433,Bad Salzungen,Germany,Thuringia
Klinikum Sonneberg/Neuhaus,Neustadter Str. 61,96515,Sonneberg,Germany,Thuringia
MEDINOS Kliniken des Landkreises Sonneberg GmbH,Neustadter Strasse 61,96515,Sonneberg,Germany,Thuringia
Elisabeth Klinikum Schmalkalden GmbH,Eichelbach 9,98574,Schmalkalden,Germany,Thuringia
Dr. Birgit Ullmann,Am Hölzlein,98617,Meiningen,Germany,Thuringia
Dr. med. Andreas Lorenz,Obere Allee 7,98646,Hildburghausen,Germany,Thuringia
Henneberg-Kliniken-GmbH,Schleusinger Strasse 23,98646,Hildburghausen,Germany,Thuringia
Kreiskrankenhaus Ilmenau,Oehrenstöcker Strasse 32,98693,Ilmenau,Germany,Thuringia
Dr. Katrin Schönheit,Bahnhofstraße 4a,99084,Erfurt,Germany,Thuringia
Dipl.med. Frank Leistner,Geschwister-Scholl-Strasse 6,99085,Erfurt,Germany,Thuringia
Helios Klinikum Erfurt,Nordhäuser Straße 74,99089,Erfurt,Germany,Thuringia
Dr. Uta Wenzel,Bonenmilchstraße 2,99092,Erfurt,Germany,Thuringia
Kreiskrankenhaus Arnstadt,Bärwinkelstraße 33,99310,Arnstadt,Germany,Thuringia
Dr.med. Bettina Eisenwinder,Hummelstr. 4,99423,Weimar,Germany,Thuringia
Dipl. Med Sabine Müller-El Kaissi,Am Busbahnhof 11,99510,Apolda,Germany,Thuringia
Robert-Koch-Krankenhaus,Jenaer Straße 66,99510,Apolda,Germany,Thuringia
Jana Beer,Bahnhofstr. 21a,99610,Sömmerda,Germany,Thuringia
DRK Krankenhaus Sondershausen,Hospitalstraße 2,99706,Sondershausen,Germany,Thuringia
Dr.med. Martin Höpker,Bahnhofstrasse 8,99734,Nordhausen,Germany,Thuringia
Dr. med. Jürgen Dörfler,Taschenberg 6,99734,Nordhausen,Germany,Thuringia
Dipl. Med. Marlies Rohr,Georgenstr. 22,99817,Eisenach,Germany,Thuringia
Hufeland Klinikum GmbH,Rudolph-Weiß-Str.1-5,99947,Bad Langensalza,Germany,Thuringia
Dipl. Med. Sybille Stepniak,Untermarkt 11,99974,Mühlhausen,Germany,Thuringia
